CONGLOME,VIVIENDA,HOGAR,CODPERSO,P203,P207,P208A,P301A,P301B,P507,P510A1,P511A,P512A,P558E1_4,P558E1_8,P558E1_9,DOMINIO,ESTRATO,PANEL,FACTOR07,MIEPERHO,llave_persona,Edad,Ocupado,P510A1_num,P511A_num,P507_num,Informal,CreditoFormal,Billetera
017507,102,11,08,5,2,2,,,,,,,0.0,0.0,0.0,1,3,1,441.429260253906,8,017507-102-11-08,2.0,0,,,,,0,0
017508,009,11,01,1,1,27,4,0,2,3, ,1,0.0,8.0,0.0,1,4, ,471.747924804688,4,017508-009-11-01,27.0,1,3.0,,2.0,1.0,0,1
017508,009,11,02,2,2,23,5,1, , , , ,0.0,8.0,0.0,1,4, ,471.747924804688,4,017508-009-11-02,23.0,1,,,,0.0,0,1
017508,009,11,03,3,2,6,2,3,,,,,0.0,0.0,0.0,1,4, ,471.747924804688,4,017508-009-11-03,6.0,0,,,,,0,0
017508,009,11,04,3,1,2,,,,,,,0.0,0.0,0.0,1,4, ,471.747924804688,4,017508-009-11-04,2.0,0,,,,,0,0
017508,021,11,01,1,1,50,4,0,4,3,7,1,0.0,0.0,0.0,1,4, ,471.747924804688,4,017508-021-11-01,50.0,1,3.0,7.0,4.0,1.0,0,0
017508,021,11,02,2,2,43,6,5,2,2, ,1,0.0,8.0,0.0,1,4, ,471.747924804688,4,017508-021-11-02,43.0,1,2.0,,2.0,0.0,0,1
017508,021,11,03,3,1,22,10,5,5,2,7,1,0.0,8.0,0.0,1,4, ,471.747924804688,4,017508-021-11-03,22.0,1,2.0,7.0,5.0,1.0,0,1
017508,021,11,04,3,1,11,3,0,,,,,0.0,0.0,0.0,1,4, ,471.747924804688,4,017508-021-11-04,11.0,0,,,,,0,0
017508,031,11,01,1,1,38,3,0,4,3,7,1,0.0,8.0,9.0,1,4, ,471.747924804688,6,017508-031-11-01,38.0,1,3.0,7.0,4.0,1.0,1,1
017508,031,11,02,2,2,35,5,3,2,3, ,1,0.0,0.0,0.0,1,4, ,471.747924804688,6,017508-031-11-02,35.0,1,3.0,,2.0,1.0,0,0
017508,031,11,03,3,2,17,6,5,5,3,7,1,0.0,0.0,0.0,1,4, ,471.747924804688,6,017508-031-11-03,17.0,1,3.0,7.0,5.0,1.0,0,0
017508,031,11,04,3,2,12,4,0,,,,,0.0,0.0,0.0,1,4, ,471.747924804688,6,017508-031-11-04,12.0,0,,,,,0,0
017508,031,11,05,3,1,8,3,0,,,,,0.0,0.0,0.0,1,4, ,471.747924804688,6,017508-031-11-05,8.0,0,,,,,0,0
017508,031,11,06,3,2,1,,,,,,,0.0,0.0,0.0,1,4, ,471.747924804688,6,017508-031-11-06,1.0,0,,,,,0,0
017508,043,11,01,1,1,44,6,5,4,3,7,1,0.0,0.0,0.0,1,4, ,471.747924804688,12,017508-043-11-01,44.0,1,3.0,7.0,4.0,1.0,0,0
017508,043,11,02,2,2,40,5,3,2,3, ,1,0.0,0.0,0.0,1,4, ,471.747924804688,12,017508-043-11-02,40.0,1,3.0,,2.0,1.0,0,0
017508,043,11,03,3,1,22,5,3, , , , ,0.0,8.0,0.0,1,4, ,471.747924804688,12,017508-043-11-03,22.0,1,,,,0.0,0,1
017508,043,11,04,3,2,19,5,4, , , , ,0.0,0.0,0.0,1,4, ,471.747924804688,12,017508-043-11-04,19.0,1,,,,0.0,0,0
017508,043,11,05,3,1,18,5,1,4,3,7,1,0.0,0.0,0.0,1,4, ,471.747924804688,12,017508-043-11-05,18.0,1,3.0,7.0,4.0,1.0,0,0
017508,043,11,06,3,1,14,5,1, , , , ,0.0,0.0,0.0,1,4, ,471.747924804688,12,017508-043-11-06,14.0,1,,,,0.0,0,0
017508,043,11,07,3,1,13,4,0,,,,,0.0,0.0,0.0,1,4, ,471.747924804688,12,017508-043-11-07,13.0,0,,,,,0,0
017508,043,11,08,3,2,10,3,0,,,,,0.0,0.0,0.0,1,4, ,471.747924804688,12,017508-043-11-08,10.0,0,,,,,0,0
017508,043,11,09,3,1,8,3,0,,,,,0.0,0.0,0.0,1,4, ,471.747924804688,12,017508-043-11-09,8.0,0,,,,,0,0
017508,043,11,10,3,1,6,2,3,,,,,0.0,0.0,0.0,1,4, ,471.747924804688,12,017508-043-11-10,6.0,0,,,,,0,0
017508,043,11,11,3,2,4,2,1,,,,,0.0,0.0,0.0,1,4, ,471.747924804688,12,017508-043-11-11,4.0,0,,,,,0,0
017508,043,11,12,3,1,1,,,,,,,0.0,0.0,0.0,1,4, ,471.747924804688,12,017508-043-11-12,1.0,0,,,,,0,0
017508,054,11,01,1,2,27,3,0,4,3,7,4,0.0,8.0,9.0,1,4, ,471.747924804688,5,017508-054-11-01,27.0,1,3.0,7.0,4.0,1.0,1,1
017508,054,11,02,3,1,12,3,0,,,,,0.0,0.0,0.0,1,4, ,471.747924804688,5,017508-054-11-02,12.0,0,,,,,0,0
017508,054,11,03,3,2,10,3,0,,,,,0.0,0.0,0.0,1,4, ,471.747924804688,5,017508-054-11-03,10.0,0,,,,,0,0
017508,054,11,04,3,2,7,3,0,,,,,0.0,0.0,0.0,1,4, ,471.747924804688,5,017508-054-11-04,7.0,0,,,,,0,0
017508,054,11,05,3,2,3,1, ,,,,,0.0,0.0,0.0,1,4, ,471.747924804688,5,017508-054-11-05,3.0,0,,,,,0,0
017508,077,11,01,1,1,66,3,1,4,3,7,1,0.0,0.0,0.0,1,4, ,471.747924804688,1,017508-077-11-01,66.0,1,3.0,7.0,4.0,1.0,0,0
017509,021,11,01,1,2,54,4,0,5,3,7,1,0.0,8.0,0.0,1,3, ,464.02197265625,6,017509-021-11-01,54.0,1,3.0,7.0,5.0,1.0,0,1
017509,021,11,02,2,1,58,4,5,2,3, ,1,0.0,0.0,0.0,1,3, ,464.02197265625,6,017509-021-11-02,58.0,1,3.0,,2.0,1.0,0,0
017509,021,11,03,3,1,30,6,5,4, ,2,5,0.0,8.0,0.0,1,3, ,464.02197265625,6,017509-021-11-03,30.0,1,,2.0,4.0,0.0,0,1
017509,021,11,04,3,2,35,6,5, , , , ,0.0,8.0,0.0,1,3, ,464.02197265625,6,017509-021-11-04,35.0,1,,,,0.0,0,1
017509,021,11,05,5,2,11,3,0,,,,,0.0,0.0,0.0,1,3, ,464.02197265625,6,017509-021-11-05,11.0,0,,,,,0,0
017509,021,11,06,5,1,1,,,,,,,0.0,0.0,0.0,1,3, ,464.02197265625,6,017509-021-11-06,1.0,0,,,,,0,0
017509,040,11,01,1,1,55,99,99,2,3, ,1,0.0,8.0,0.0,1,3, ,464.02197265625,5,017509-040-11-01,55.0,1,3.0,,2.0,1.0,0,1
017509,040,11,02,2,2,43,7,2,3,2,1,3,4.0,8.0,0.0,1,3, ,464.02197265625,5,017509-040-11-02,43.0,1,2.0,1.0,3.0,0.0,1,1
017509,040,11,03,3,2,0,,,,,,,0.0,0.0,0.0,1,3, ,464.02197265625,5,017509-040-11-03,0.0,0,,,,,0,0
017509,040,11,04,3,2,25,10,5,3,1,4,5,0.0,8.0,0.0,1,3, ,464.02197265625,5,017509-040-11-04,25.0,1,1.0,4.0,3.0,0.0,0,1
017509,040,11,05,4,1,27,9,3,3,1,2,4,0.0,8.0,0.0,1,3, ,464.02197265625,5,017509-040-11-05,27.0,1,1.0,2.0,3.0,0.0,0,1
017509,058,11,01,1,2,55,3,0,2,3, ,1,0.0,0.0,0.0,1,3, ,464.02197265625,2,017509-058-11-01,55.0,1,3.0,,2.0,1.0,0,0
017509,058,11,02,3,1,14,5,1, , , , ,0.0,0.0,0.0,1,3, ,464.02197265625,2,017509-058-11-02,14.0,1,,,,0.0,0,0
017509,077,11,01,1,1,42,7,2,2,3, ,1,0.0,8.0,0.0,1,3, ,464.02197265625,5,017509-077-11-01,42.0,1,3.0,,2.0,1.0,0,1
017509,077,11,02,2,2,33,5,2,4,1,7,1,0.0,0.0,0.0,1,3, ,464.02197265625,5,017509-077-11-02,33.0,1,1.0,7.0,4.0,1.0,0,0
017509,077,11,03,3,2,9,3,0,,,,,0.0,0.0,0.0,1,3, ,464.02197265625,5,017509-077-11-03,9.0,0,,,,,0,0
017509,077,11,04,3,1,4,1, ,,,,,0.0,0.0,0.0,1,3, ,464.02197265625,5,017509-077-11-04,4.0,0,,,,,0,0
017509,077,11,05,6,2,74,1, , , , , ,0.0,8.0,0.0,1,3, ,464.02197265625,5,017509-077-11-05,74.0,1,,,,0.0,0,1
017509,077,11,06,10,2,36,,,,,,,0.0,0.0,0.0,1,3, ,464.02197265625,5,017509-077-11-06,36.0,0,,,,,0,0
017509,077,11,07,10,1,8,,,,,,,0.0,0.0,0.0,1,3, ,464.02197265625,5,017509-077-11-07,8.0,0,,,,,0,0
017509,077,11,08,7,1,3,,,,,,,0.0,0.0,0.0,1,3, ,464.02197265625,5,017509-077-11-08,3.0,0,,,,,0,0
017509,098,11,01,1,1,60,8,3,2,3, ,1,0.0,0.0,0.0,1,3, ,464.02197265625,1,017509-098-11-01,60.0,1,3.0,,2.0,1.0,0,0
017509,117,11,01,1,1,43,5,2,4,3,7,1,0.0,8.0,0.0,1,3, ,464.02197265625,4,017509-117-11-01,43.0,1,3.0,7.0,4.0,1.0,0,1
017509,117,11,02,2,2,35,4,0,6, ,7,1,0.0,8.0,0.0,1,3, ,464.02197265625,4,017509-117-11-02,35.0,1,,7.0,6.0,1.0,0,1
017509,117,11,03,3,2,15,5,2, , , , ,0.0,0.0,0.0,1,3, ,464.02197265625,4,017509-117-11-03,15.0,1,,,,0.0,0,0
017509,117,11,04,3,1,11,3,0,,,,,0.0,0.0,0.0,1,3, ,464.02197265625,4,017509-117-11-04,11.0,0,,,,,0,0
017510,004,11,01,1,1,51,6,5,2,3, ,1,0.0,0.0,0.0,4,5, ,312.826477050781,2,017510-004-11-01,51.0,1,3.0,,2.0,1.0,0,0
017510,004,11,02,2,2,54,4,0,2,3, ,1,0.0,8.0,0.0,4,5, ,312.826477050781,2,017510-004-11-02,54.0,1,3.0,,2.0,1.0,0,1
017510,025,11,01,1,1,59,4,6,1,3, ,1,0.0,0.0,0.0,4,5, ,312.826477050781,4,017510-025-11-01,59.0,1,3.0,,1.0,1.0,0,0
017510,025,11,02,2,2,55,3,0,2,2, ,1,0.0,0.0,0.0,4,5, ,312.826477050781,4,017510-025-11-02,55.0,1,2.0,,2.0,0.0,0,0
017510,025,11,03,3,1,15,5,3, , , , ,0.0,0.0,0.0,4,5, ,312.826477050781,4,017510-025-11-03,15.0,1,,,,0.0,0,0
017510,025,11,04,5,2,9,3,0,,,,,0.0,0.0,0.0,4,5, ,312.826477050781,4,017510-025-11-04,9.0,0,,,,,0,0
017510,062,11,01,1,1,68,4,5,2,3, ,1,0.0,0.0,0.0,4,5, ,312.826477050781,2,017510-062-11-01,68.0,1,3.0,,2.0,1.0,0,0
017510,062,11,02,2,2,76,3,4, , , , ,0.0,0.0,0.0,4,5, ,312.826477050781,2,017510-062-11-02,76.0,1,,,,0.0,0,0
017510,106,11,01,1,1,42,4,0,2,3, ,1,0.0,0.0,0.0,4,5, ,312.826477050781,4,017510-106-11-01,42.0,1,3.0,,2.0,1.0,0,0
017510,106,11,02,2,2,41,4,0, , , , ,0.0,0.0,0.0,4,5, ,312.826477050781,4,017510-106-11-02,41.0,1,,,,0.0,0,0
017510,106,11,03,3,2,20,9,2,3, ,5,5,0.0,8.0,0.0,4,5, ,312.826477050781,4,017510-106-11-03,20.0,1,,5.0,3.0,0.0,0,1
017510,106,11,04,3,1,12,4,0,,,,,0.0,0.0,0.0,4,5, ,312.826477050781,4,017510-106-11-04,12.0,0,,,,,0,0
017510,119,11,01,1,1,40,3,0,2,3, ,1,0.0,0.0,0.0,4,5, ,312.826477050781,5,017510-119-11-01,40.0,1,3.0,,2.0,1.0,0,0
017510,119,11,02,2,2,33,4,0, , , , ,0.0,0.0,0.0,4,5, ,312.826477050781,5,017510-119-11-02,33.0,1,,,,0.0,0,0
017510,119,11,03,3,1,10,3,0,,,,,0.0,0.0,0.0,4,5, ,312.826477050781,5,017510-119-11-03,10.0,0,,,,,0,0
017510,119,11,04,3,1,5,2,2,,,,,0.0,0.0,0.0,4,5, ,312.826477050781,5,017510-119-11-04,5.0,0,,,,,0,0
017510,119,11,05,3,1,2,,,,,,,0.0,0.0,0.0,4,5, ,312.826477050781,5,017510-119-11-05,2.0,0,,,,,0,0
017510,138,11,01,1,2,65,4,5,2,3, ,1,0.0,0.0,0.0,4,5, ,312.826477050781,1,017510-138-11-01,65.0,1,3.0,,2.0,1.0,0,0
017511,025,11,01,1,2,81,3,0, , , , ,0.0,0.0,0.0,4,5, ,350.246429443359,1,017511-025-11-01,81.0,1,,,,0.0,0,0
017511,053,11,01,1,1,37,10,5,2,3, ,1,0.0,8.0,0.0,4,5, ,350.246429443359,1,017511-053-11-01,37.0,1,3.0,,2.0,1.0,0,1
017511,086,11,01,1,1,38,8,3,3,1,1,5,0.0,8.0,9.0,4,5, ,350.246429443359,3,017511-086-11-01,38.0,1,1.0,1.0,3.0,0.0,1,1
017511,086,11,02,2,2,27,8,3,2,3, ,1,0.0,0.0,0.0,4,5, ,350.246429443359,3,017511-086-11-02,27.0,1,3.0,,2.0,1.0,0,0
017511,086,11,03,3,2,5,2,2,,,,,0.0,0.0,0.0,4,5, ,350.246429443359,3,017511-086-11-03,5.0,0,,,,,0,0
017511,086,11,04,10,2,14,,,,,,,0.0,0.0,0.0,4,5, ,350.246429443359,3,017511-086-11-04,14.0,0,,,,,0,0
017511,117,11,01,1,1,80,1, , , , , ,0.0,0.0,0.0,4,5, ,350.246429443359,2,017511-117-11-01,80.0,1,,,,0.0,0,0
017511,117,11,02,2,2,56,4,0, , , , ,0.0,0.0,0.0,4,5, ,350.246429443359,2,017511-117-11-02,56.0,1,,,,0.0,0,0
017511,129,11,01,1,2,46,3,0,4,2,7,1,0.0,0.0,9.0,4,5, ,350.246429443359,2,017511-129-11-01,46.0,1,2.0,7.0,4.0,1.0,1,0
017511,129,11,02,3,1,24,8,3, , , , ,0.0,8.0,0.0,4,5, ,350.246429443359,2,017511-129-11-02,24.0,1,,,,0.0,0,1
017512,006,11,01,1,1,48,3,0,2,3, ,1,0.0,8.0,9.0,4,4, ,301.637145996094,5,017512-006-11-01,48.0,1,3.0,,2.0,1.0,1,1
017512,006,11,02,2,2,43,1, , , , , ,0.0,0.0,0.0,4,4, ,301.637145996094,5,017512-006-11-02,43.0,1,,,,0.0,0,0
017512,006,11,03,3,1,18,6,5, , , , ,4.0,8.0,0.0,4,4, ,301.637145996094,5,017512-006-11-03,18.0,1,,,,0.0,1,1
017512,006,11,04,3,2,14,5,1, , , , ,0.0,0.0,0.0,4,4, ,301.637145996094,5,017512-006-11-04,14.0,1,,,,0.0,0,0
017512,006,11,05,3,1,9,3,0,,,,,0.0,0.0,0.0,4,4, ,301.637145996094,5,017512-006-11-05,9.0,0,,,,,0,0
017512,021,11,01,1,2,50,6,5,1,2, ,1,0.0,8.0,0.0,4,4, ,301.637145996094,3,017512-021-11-01,50.0,1,2.0,,1.0,0.0,0,1
017512,021,11,02,3,1,12,3,0,,,,,0.0,0.0,0.0,4,4, ,301.637145996094,3,017512-021-11-02,12.0,0,,,,,0,0
017512,021,11,03,3,2,10,3,0,,,,,0.0,0.0,0.0,4,4, ,301.637145996094,3,017512-021-11-03,10.0,0,,,,,0,0
017512,046,11,01,1,1,75,1, ,4,3,7,1,0.0,0.0,0.0,4,4, ,301.637145996094,3,017512-046-11-01,75.0,1,3.0,7.0,4.0,1.0,0,0
017512,046,11,02,2,2,70,3,2, , , , ,0.0,0.0,0.0,4,4, ,301.637145996094,3,017512-046-11-02,70.0,1,,,,0.0,0,0
017512,046,11,03,5,1,11,3,0,,,,,0.0,0.0,0.0,4,4, ,301.637145996094,3,017512-046-11-03,11.0,0,,,,,0,0
017512,046,11,04,5,2,11,3,0,,,,,0.0,0.0,0.0,4,4, ,301.637145996094,3,017512-046-11-04,11.0,0,,,,,0,0
017512,070,11,01,1,2,51,1, ,2,3, ,1,0.0,8.0,0.0,4,4, ,301.637145996094,2,017512-070-11-01,51.0,1,3.0,,2.0,1.0,0,1
017512,070,11,02,3,1,12,3,0,,,,,0.0,0.0,0.0,4,4, ,301.637145996094,2,017512-070-11-02,12.0,0,,,,,0,0
017512,083,11,01,1,1,48,6,5,4,3,7,1,0.0,8.0,9.0,4,4, ,301.637145996094,7,017512-083-11-01,48.0,1,3.0,7.0,4.0,1.0,1,1
017512,083,11,02,2,2,45,1, , , , , ,0.0,0.0,0.0,4,4, ,301.637145996094,7,017512-083-11-02,45.0,1,,,,0.0,0,0
017512,083,11,03,3,1,26,5,1,4,2,7,1,0.0,0.0,0.0,4,4, ,301.637145996094,7,017512-083-11-03,26.0,1,2.0,7.0,4.0,1.0,0,0
017512,083,11,04,3,1,19,6,5,2,3, ,1,0.0,0.0,0.0,4,4, ,301.637145996094,7,017512-083-11-04,19.0,1,3.0,,2.0,1.0,0,0
017512,083,11,05,3,1,15,5,3, , , , ,0.0,0.0,0.0,4,4, ,301.637145996094,7,017512-083-11-05,15.0,1,,,,0.0,0,0
017512,083,11,06,3,1,8,3,0,,,,,0.0,0.0,0.0,4,4, ,301.637145996094,7,017512-083-11-06,8.0,0,,,,,0,0
017512,083,11,07,3,1,3,1, ,,,,,0.0,0.0,0.0,4,4, ,301.637145996094,7,017512-083-11-07,3.0,0,,,,,0,0
017512,103,11,01,1,1,56,4,0,2,3, ,1,0.0,0.0,0.0,4,4, ,301.637145996094,3,017512-103-11-01,56.0,1,3.0,,2.0,1.0,0,0
017512,103,11,02,2,2,56,3,0, , , , ,0.0,0.0,0.0,4,4, ,301.637145996094,3,017512-103-11-02,56.0,1,,,,0.0,0,0
017512,103,11,03,3,1,20,5,4, , , , ,0.0,0.0,0.0,4,4, ,301.637145996094,3,017512-103-11-03,20.0,1,,,,0.0,0,0
017513,012,11,01,1,1,71,8,5,2,3, ,1,0.0,0.0,0.0,4,5, ,312.826477050781,2,017513-012-11-01,71.0,1,3.0,,2.0,1.0,0,0
017513,012,11,02,2,2,60,6,5, , , , ,0.0,8.0,0.0,4,5, ,312.826477050781,2,017513-012-11-02,60.0,1,,,,0.0,0,1
017513,023,11,01,1,2,49,6,5,1,2, ,1,0.0,8.0,0.0,4,5, ,312.826477050781,3,017513-023-11-01,49.0,1,2.0,,1.0,0.0,0,1
017513,023,11,02,2,1,50,8,5,3, ,1,5,0.0,8.0,9.0,4,5, ,312.826477050781,3,017513-023-11-02,50.0,1,,1.0,3.0,0.0,1,1
017513,023,11,03,3,2,22,10,5,5,3,7,1,0.0,8.0,9.0,4,5, ,312.826477050781,3,017513-023-11-03,22.0,1,3.0,7.0,5.0,1.0,1,1
017513,059,11,01,1,2,54,6,5,2,3, ,1,0.0,0.0,0.0,4,5, ,312.826477050781,2,017513-059-11-01,54.0,1,3.0,,2.0,1.0,0,0
017513,059,11,02,3,1,20,6,5, , , , ,0.0,8.0,0.0,4,5, ,312.826477050781,2,017513-059-11-02,20.0,1,,,,0.0,0,1
017513,070,11,01,1,1,86,3,3, , , , ,0.0,0.0,0.0,4,5, ,312.826477050781,4,017513-070-11-01,86.0,1,,,,0.0,0,0
017513,070,11,02,3,2,54,8,5,2,3, ,1,0.0,0.0,0.0,4,5, ,312.826477050781,4,017513-070-11-02,54.0,1,3.0,,2.0,1.0,0,0
017513,070,11,03,3,2,50,8,5, , , , ,0.0,0.0,0.0,4,5, ,312.826477050781,4,017513-070-11-03,50.0,1,,,,0.0,0,0
017513,070,11,04,5,2,16,5,4, , , , ,0.0,0.0,0.0,4,5, ,312.826477050781,4,017513-070-11-04,16.0,1,,,,0.0,0,0
017513,081,11,01,1,1,32,8,3,2,2, ,1,0.0,0.0,0.0,4,5, ,312.826477050781,3,017513-081-11-01,32.0,1,2.0,,2.0,0.0,0,0
017513,081,11,02,2,2,30,8,3, , , , ,0.0,0.0,0.0,4,5, ,312.826477050781,3,017513-081-11-02,30.0,1,,,,0.0,0,0
017513,081,11,03,3,2,0,,,,,,,0.0,0.0,0.0,4,5, ,312.826477050781,3,017513-081-11-03,0.0,0,,,,,0,0
017513,092,11,01,1,2,52,8,5,3, ,1,5,0.0,8.0,0.0,4,5, ,312.826477050781,3,017513-092-11-01,52.0,1,,1.0,3.0,0.0,0,1
017513,092,11,02,3,2,22,10,5, , , , ,0.0,8.0,0.0,4,5, ,312.826477050781,3,017513-092-11-02,22.0,1,,,,0.0,0,1
017513,092,11,03,3,1,21,9,3, , , , ,4.0,8.0,0.0,4,5, ,312.826477050781,3,017513-092-11-03,21.0,1,,,,0.0,1,1
017514,007,11,01,1,1,47,4,0,4,3,7,1,0.0,8.0,0.0,4,5, ,312.826477050781,3,017514-007-11-01,47.0,1,3.0,7.0,4.0,1.0,0,1
017514,007,11,02,2,2,34,6,5, , , , ,0.0,0.0,0.0,4,5, ,312.826477050781,3,017514-007-11-02,34.0,1,,,,0.0,0,0
017514,007,11,03,3,1,12,4,0,,,,,0.0,0.0,0.0,4,5, ,312.826477050781,3,017514-007-11-03,12.0,0,,,,,0,0
017514,029,11,01,1,2,49,6,5,2,3, ,1,0.0,8.0,0.0,4,5, ,312.826477050781,5,017514-029-11-01,49.0,1,3.0,,2.0,1.0,0,1
017514,029,11,02,3,1,32,8,3,4,3,7,1,0.0,8.0,0.0,4,5, ,312.826477050781,5,017514-029-11-02,32.0,1,3.0,7.0,4.0,1.0,0,1
017514,029,11,03,3,1,28,6,5,4,3,7,1,0.0,8.0,0.0,4,5, ,312.826477050781,5,017514-029-11-03,28.0,1,3.0,7.0,4.0,1.0,0,1
017514,029,11,04,3,2,15,5,3,5,3,7,1,0.0,0.0,0.0,4,5, ,312.826477050781,5,017514-029-11-04,15.0,1,3.0,7.0,5.0,1.0,0,0
017514,029,11,05,7,1,70,6,5,3,3,7,1,0.0,0.0,0.0,4,5, ,312.826477050781,5,017514-029-11-05,70.0,1,3.0,7.0,3.0,1.0,0,0
017514,069,11,01,1,1,58,6,5,2,2, ,1,0.0,8.0,0.0,4,5, ,312.826477050781,5,017514-069-11-01,58.0,1,2.0,,2.0,0.0,0,1
017514,069,11,02,2,2,43,4,0,2,2, ,1,0.0,8.0,0.0,4,5, ,312.826477050781,5,017514-069-11-02,43.0,1,2.0,,2.0,0.0,0,1
017514,069,11,03,3,1,21,6,5,4,1,2,1,0.0,8.0,9.0,4,5, ,312.826477050781,5,017514-069-11-03,21.0,1,1.0,2.0,4.0,0.0,1,1
017514,069,11,04,3,1,16,5,3,5,3,7,1,0.0,0.0,0.0,4,5, ,312.826477050781,5,017514-069-11-04,16.0,1,3.0,7.0,5.0,1.0,0,0
017514,069,11,05,3,2,8,3,0,,,,,0.0,0.0,0.0,4,5, ,312.826477050781,5,017514-069-11-05,8.0,0,,,,,0,0
017514,092,11,01,1,1,22,4,0,4,3,7,1,0.0,0.0,0.0,4,5, ,312.826477050781,3,017514-092-11-01,22.0,1,3.0,7.0,4.0,1.0,0,0
017514,092,11,02,2,2,19,5,3,2,3, ,1,0.0,0.0,0.0,4,5, ,312.826477050781,3,017514-092-11-02,19.0,1,3.0,,2.0,1.0,0,0
017514,092,11,03,3,1,1,,,,,,,0.0,0.0,0.0,4,5, ,312.826477050781,3,017514-092-11-03,1.0,0,,,,,0,0
017514,113,11,01,1,1,39,6,5,4,3,7,1,0.0,0.0,0.0,4,5, ,312.826477050781,4,017514-113-11-01,39.0,1,3.0,7.0,4.0,1.0,0,0
017514,113,11,02,2,2,32,8,3, , , , ,0.0,0.0,0.0,4,5, ,312.826477050781,4,017514-113-11-02,32.0,1,,,,0.0,0,0
017514,113,11,03,3,2,5,2,2,,,,,0.0,0.0,0.0,4,5, ,312.826477050781,4,017514-113-11-03,5.0,0,,,,,0,0
017514,113,11,04,3,2,1,,,,,,,0.0,0.0,0.0,4,5, ,312.826477050781,4,017514-113-11-04,1.0,0,,,,,0,0
017514,135,11,01,1,1,30,6,5,4,3,2,2,0.0,8.0,9.0,4,5, ,312.826477050781,4,017514-135-11-01,30.0,1,3.0,2.0,4.0,1.0,1,1
017514,135,11,02,2,2,26,6,5, , , , ,0.0,8.0,9.0,4,5, ,312.826477050781,4,017514-135-11-02,26.0,1,,,,0.0,1,1
017514,135,11,03,3,1,7,3,0,,,,,0.0,0.0,0.0,4,5, ,312.826477050781,4,017514-135-11-03,7.0,0,,,,,0,0
017514,135,11,04,3,1,1,,,,,,,0.0,0.0,0.0,4,5, ,312.826477050781,4,017514-135-11-04,1.0,0,,,,,0,0
017514,135,11,05,6,2,56,,,,,,,0.0,0.0,0.0,4,5, ,312.826477050781,4,017514-135-11-05,56.0,0,,,,,0,0
017515,003,11,01,1,1,57,6,5,4,3,7,1,0.0,0.0,0.0,4,5, ,371.107208251953,4,017515-003-11-01,57.0,1,3.0,7.0,4.0,1.0,0,0
017515,003,11,02,2,2,36,5,3, , , , ,0.0,8.0,0.0,4,5, ,371.107208251953,4,017515-003-11-02,36.0,1,,,,0.0,0,1
017515,003,11,03,3,1,17,6,5, , , , ,0.0,0.0,0.0,4,5, ,371.107208251953,4,017515-003-11-03,17.0,1,,,,0.0,0,0
017515,003,11,04,3,1,5,2,2,,,,,0.0,0.0,0.0,4,5, ,371.107208251953,4,017515-003-11-04,5.0,0,,,,,0,0
017515,052,11,01,1,1,46,7,1,4,3,7,1,0.0,0.0,0.0,4,5, ,371.107208251953,2,017515-052-11-01,46.0,1,3.0,7.0,4.0,1.0,0,0
017515,052,11,02,3,1,15,5,2, , , , ,0.0,0.0,0.0,4,5, ,371.107208251953,2,017515-052-11-02,15.0,1,,,,0.0,0,0
017515,075,11,01,1,1,63,11,3,3, ,1,5,0.0,0.0,9.0,4,5, ,371.107208251953,3,017515-075-11-01,63.0,1,,1.0,3.0,0.0,1,0
017515,075,11,02,2,2,62,8,5,3, ,1,5,0.0,0.0,0.0,4,5, ,371.107208251953,3,017515-075-11-02,62.0,1,,1.0,3.0,0.0,0,0
017515,075,11,03,3,2,19,9,2, , , , ,0.0,0.0,0.0,4,5, ,371.107208251953,3,017515-075-11-03,19.0,1,,,,0.0,0,0
017515,099,11,01,1,1,55,6,5,4, ,1,5,0.0,0.0,0.0,4,5, ,371.107208251953,4,017515-099-11-01,55.0,1,,1.0,4.0,0.0,0,0
017515,099,11,02,2,2,43,6,5,2,2, ,1,0.0,8.0,0.0,4,5, ,371.107208251953,4,017515-099-11-02,43.0,1,2.0,,2.0,0.0,0,1
017515,099,11,03,3,2,20,9,3, , , , ,0.0,8.0,0.0,4,5, ,371.107208251953,4,017515-099-11-03,20.0,1,,,,0.0,0,1
017515,099,11,04,3,2,17,5,4, , , , ,0.0,0.0,0.0,4,5, ,371.107208251953,4,017515-099-11-04,17.0,1,,,,0.0,0,0
017515,099,11,05,3,2,26,,,,,,,0.0,0.0,0.0,4,5, ,371.107208251953,4,017515-099-11-05,26.0,0,,,,,0,0
017515,099,11,06,3,2,23,,,,,,,0.0,0.0,0.0,4,5, ,371.107208251953,4,017515-099-11-06,23.0,0,,,,,0,0
017515,124,11,01,1,1,56,4,0,4,3,7,1,0.0,0.0,0.0,4,5, ,371.107208251953,2,017515-124-11-01,56.0,1,3.0,7.0,4.0,1.0,0,0
017515,124,11,02,2,2,54,4,0,2,3, ,1,0.0,0.0,0.0,4,5, ,371.107208251953,2,017515-124-11-02,54.0,1,3.0,,2.0,1.0,0,0
017515,173,11,01,1,1,67,6,5,3, ,1,5,0.0,0.0,0.0,4,5, ,371.107208251953,4,017515-173-11-01,67.0,1,,1.0,3.0,0.0,0,0
017515,173,11,02,2,2,61,6,5,2,2, ,1,0.0,8.0,0.0,4,5, ,371.107208251953,4,017515-173-11-02,61.0,1,2.0,,2.0,0.0,0,1
