llave_persona,P203,P207,Edad,Ocupado,Informal,TenenciaBilletera,UsoBilletera,CreditoFormal_2024,FACTOR07,P301A,ESTRATO,DOMINIO,MIEPERHO,CONGLOME,CreditoFormal_2025,CreditoInformal_2025,P203_num,Ocupado_num,CreditoFormal_2024_num,CreditoFormal_2025_num,Informal_num,NuevoCredito
17420-54-11-1,1,1,69.0,1,1.0,0,0,0,570.074829101563,9.0,1,1,1,17420,0,0,1,1,0,0,1.0,0
17420-79-11-1,1,1,62.0,1,0.0,0,0,0,570.074829101563,6.0,1,1,2,17420,0,0,1,1,0,0,0.0,0
17421-71-11-1,1,1,67.0,1,1.0,0,0,0,536.785461425781,7.0,1,1,5,17421,0,0,1,1,0,0,1.0,0
17421-131-11-1,1,2,58.0,1,1.0,0,0,0,536.785461425781,5.0,1,1,3,17421,0,0,1,1,0,0,1.0,0
17422-18-11-1,1,1,72.0,1,1.0,1,1,0,481.272064208984,10.0,1,1,1,17422,0,1,1,1,0,0,1.0,0
17422-36-11-1,1,2,48.0,1,1.0,1,1,0,481.272064208984,7.0,1,1,7,17422,0,0,1,1,0,0,1.0,0
17422-71-11-1,1,1,41.0,1,1.0,1,1,0,481.272064208984,4.0,1,1,2,17422,0,0,1,1,0,0,1.0,0
17422-89-11-1,1,1,49.0,1,1.0,0,0,0,481.272064208984,5.0,1,1,6,17422,0,0,1,1,0,0,1.0,0
17422-107-11-1,1,2,57.0,1,1.0,1,1,0,481.272064208984,4.0,1,1,1,17422,0,0,1,1,0,0,1.0,0
17423-118-11-1,1,2,56.0,1,1.0,0,0,0,743.291137695313,6.0,1,1,3,17423,0,0,1,1,0,0,1.0,0
17424-38-11-1,1,2,38.0,1,1.0,1,1,0,471.747924804688,3.0,1,1,3,17424,0,0,1,1,0,0,1.0,0
17424-52-11-1,1,2,35.0,1,1.0,1,1,0,471.747924804688,5.0,1,1,3,17424,0,0,1,1,0,0,1.0,0
17424-113-11-1,1,1,31.0,1,0.0,1,1,0,471.747924804688,6.0,1,1,1,17424,0,0,1,1,0,0,0.0,0
17433-14-11-1,1,1,39.0,1,0.0,1,0,0,743.291137695313,8.0,4,1,5,17433,0,0,1,1,0,0,0.0,0
17433-64-11-1,1,1,43.0,1,0.0,1,0,0,743.291137695313,10.0,4,1,4,17433,0,0,1,1,0,0,0.0,0
17433-115-11-1,1,1,49.0,1,0.0,1,1,0,743.291137695313,10.0,4,1,4,17433,0,0,1,1,0,0,0.0,0
17483-1-11-1,1,1,50.0,1,1.0,1,1,0,743.291137695313,5.0,5,1,5,17483,0,0,1,1,0,0,1.0,0
17483-89-11-1,1,1,66.0,1,1.0,0,0,0,743.291137695313,5.0,5,1,2,17483,0,0,1,1,0,0,1.0,0
17484-30-11-1,1,1,51.0,1,1.0,0,0,0,386.056427001953,6.0,5,1,2,17484,1,0,1,1,0,1,1.0,1
17485-99-11-1,1,2,78.0,1,1.0,0,0,0,760.099792480469,3.0,4,1,2,17485,0,0,1,1,0,0,1.0,0
17486-141-11-1,1,1,49.0,1,0.0,1,1,0,481.272064208984,6.0,5,1,5,17486,0,0,1,1,0,0,0.0,0
17487-30-11-1,1,2,52.0,1,0.0,0,0,0,760.099792480469,3.0,4,1,4,17487,0,0,1,1,0,0,0.0,0
17487-64-11-1,1,1,39.0,1,0.0,1,1,0,760.099792480469,10.0,4,1,6,17487,0,0,1,1,0,0,0.0,0
17487-81-11-1,1,2,43.0,1,1.0,1,1,0,760.099792480469,6.0,4,1,3,17487,0,0,1,1,0,0,1.0,0
17487-99-11-1,1,1,24.0,1,0.0,1,1,0,760.099792480469,8.0,4,1,3,17487,0,0,1,1,0,0,0.0,0
17487-116-11-1,1,2,52.0,1,0.0,0,0,0,760.099792480469,3.0,4,1,3,17487,0,0,1,1,0,0,0.0,0
17488-27-11-1,1,2,65.0,1,1.0,0,0,0,441.429260253906,5.0,4,1,2,17488,1,0,1,1,0,1,1.0,1
17488-77-11-1,1,2,44.0,1,1.0,0,0,0,441.429260253906,5.0,4,1,7,17488,0,0,1,1,0,0,1.0,0
17488-93-11-1,1,1,61.0,1,1.0,0,0,0,441.429260253906,5.0,4,1,2,17488,0,0,1,1,0,0,1.0,0
17488-126-11-1,1,1,40.0,1,0.0,0,0,0,441.429260253906,9.0,4,1,4,17488,1,0,1,1,0,1,0.0,1
17491-38-11-1,1,1,85.0,1,0.0,0,0,0,432.502288818359,3.0,5,1,1,17491,0,0,1,1,0,0,0.0,0
17491-55-11-1,1,1,62.0,1,0.0,0,0,0,432.502288818359,6.0,5,1,5,17491,1,0,1,1,0,1,0.0,1
17491-106-11-1,1,1,49.0,1,0.0,1,1,0,432.502288818359,7.0,5,1,4,17491,0,0,1,1,0,0,0.0,0
17493-3-11-1,1,2,64.0,1,1.0,0,0,0,464.02197265625,6.0,3,1,2,17493,0,0,1,1,0,0,1.0,0
17493-13-11-1,1,1,37.0,1,0.0,0,0,0,464.02197265625,5.0,3,1,4,17493,0,0,1,1,0,0,0.0,0
17493-24-11-1,1,1,50.0,1,0.0,1,1,0,464.02197265625,7.0,3,1,2,17493,1,0,1,1,0,1,0.0,1
17493-45-11-1,1,1,64.0,1,1.0,0,0,0,464.02197265625,3.0,3,1,9,17493,0,0,1,1,0,0,1.0,0
17494-67-11-1,1,1,64.0,1,0.0,0,0,0,471.747924804688,5.0,4,1,1,17494,1,0,1,1,0,1,0.0,1
17494-96-11-1,1,1,48.0,1,1.0,1,1,0,471.747924804688,3.0,4,1,5,17494,0,0,1,1,0,0,1.0,0
17495-31-11-1,1,2,40.0,1,1.0,1,1,0,481.272064208984,8.0,5,1,4,17495,0,0,1,1,0,0,1.0,0
17495-71-11-1,1,2,47.0,1,1.0,0,0,0,481.272064208984,6.0,5,1,3,17495,0,0,1,1,0,0,1.0,0
17495-91-11-1,1,1,44.0,1,0.0,0,0,0,481.272064208984,6.0,5,1,5,17495,0,0,1,1,0,0,0.0,0
17495-132-11-1,1,1,45.0,1,1.0,0,0,0,481.272064208984,3.0,5,1,5,17495,0,0,1,1,0,0,1.0,0
17496-53-11-1,1,2,66.0,1,1.0,0,0,0,464.02197265625,3.0,5,1,2,17496,0,0,1,1,0,0,1.0,0
17496-107-11-1,1,1,55.0,1,0.0,0,0,0,464.02197265625,3.0,5,1,7,17496,1,0,1,1,0,1,0.0,1
17498-39-11-1,1,1,64.0,1,1.0,1,0,0,481.272064208984,9.0,3,1,3,17498,0,0,1,1,0,0,1.0,0
17499-23-11-1,1,1,26.0,1,1.0,0,0,0,464.02197265625,6.0,4,1,3,17499,0,0,1,1,0,0,1.0,0
17499-55-11-1,1,1,32.0,1,1.0,1,1,0,464.02197265625,6.0,4,1,7,17499,0,0,1,1,0,0,1.0,0
17499-72-11-1,1,1,69.0,1,1.0,0,0,0,464.02197265625,3.0,4,1,2,17499,0,0,1,1,0,0,1.0,0
17500-3-11-1,1,1,52.0,1,1.0,0,0,0,721.311157226563,8.0,3,1,5,17500,0,0,1,1,0,0,1.0,0
17500-38-11-1,1,1,38.0,1,1.0,1,1,0,721.311157226563,6.0,3,1,4,17500,0,0,1,1,0,0,1.0,0
17500-72-11-1,1,1,71.0,1,0.0,1,1,0,721.311157226563,6.0,3,1,4,17500,0,0,1,1,0,0,0.0,0
17501-19-11-1,1,1,35.0,1,1.0,0,0,0,481.272064208984,5.0,5,1,6,17501,0,0,1,1,0,0,1.0,0
17501-40-11-1,1,2,42.0,1,0.0,1,1,0,481.272064208984,6.0,5,1,4,17501,0,0,1,1,0,0,0.0,0
17501-72-11-1,1,2,32.0,1,1.0,0,0,0,481.272064208984,5.0,5,1,3,17501,0,0,1,1,0,0,1.0,0
17502-28-11-1,1,1,47.0,1,1.0,0,0,0,471.747924804688,3.0,4,1,1,17502,0,0,1,1,0,0,1.0,0
17502-76-11-1,1,1,50.0,1,1.0,0,0,0,471.747924804688,3.0,4,1,5,17502,0,0,1,1,0,0,1.0,0
17507-6-11-1,1,1,58.0,1,1.0,0,0,0,441.429260253906,4.0,3,1,3,17507,0,0,1,1,0,0,1.0,0
17507-20-11-1,1,1,65.0,1,0.0,0,0,0,441.429260253906,8.0,3,1,4,17507,0,0,1,1,0,0,0.0,0
17507-74-11-1,1,1,68.0,1,1.0,0,0,0,441.429260253906,4.0,3,1,1,17507,0,0,1,1,0,0,1.0,0
17520-2-11-1,1,2,48.0,1,1.0,1,1,0,1004.53894042969,3.0,4,4,4,17520,0,0,1,1,0,0,1.0,0
17520-91-11-1,1,1,47.0,1,1.0,0,0,0,1004.53894042969,1.0,4,4,4,17520,0,0,1,1,0,0,1.0,0
17521-1-11-1,1,1,46.0,1,0.0,0,0,0,371.107208251953,6.0,5,4,3,17521,0,0,1,1,0,0,0.0,0
17521-78-11-1,1,1,79.0,1,1.0,0,0,0,371.107208251953,4.0,5,4,3,17521,0,0,1,1,0,0,1.0,0
17522-52-11-1,1,2,49.0,1,1.0,0,0,0,312.826477050781,4.0,5,4,1,17522,0,0,1,1,0,0,1.0,0
17522-95-11-1,1,2,83.0,1,1.0,0,0,0,312.826477050781,3.0,5,4,3,17522,0,0,1,1,0,0,1.0,0
17522-178-11-1,1,1,48.0,1,1.0,0,0,0,312.826477050781,4.0,5,4,2,17522,0,0,1,1,0,0,1.0,0
17523-25-11-1,1,2,46.0,1,1.0,0,0,0,350.246429443359,5.0,4,4,4,17523,0,0,1,1,0,0,1.0,0
17523-44-11-1,1,2,53.0,1,1.0,0,0,0,350.246429443359,1.0,4,4,6,17523,0,0,1,1,0,0,1.0,0
17523-102-11-1,1,1,36.0,1,0.0,0,0,0,350.246429443359,6.0,4,4,4,17523,0,0,1,1,0,0,0.0,0
17523-123-11-1,1,2,80.0,1,1.0,0,0,0,350.246429443359,1.0,4,4,4,17523,0,0,1,1,0,0,1.0,0
17524-2-11-1,1,2,51.0,1,0.0,0,0,0,312.826477050781,5.0,5,4,3,17524,0,0,1,1,0,0,0.0,0
17524-142-11-1,1,1,77.0,1,1.0,0,0,0,312.826477050781,3.0,5,4,2,17524,0,0,1,1,0,0,1.0,0
17535-45-11-1,1,1,49.0,1,0.0,0,0,0,213.918655395508,3.0,8,1,2,17535,0,0,1,1,0,0,0.0,0
17535-46-11-1,1,1,46.0,1,0.0,0,0,0,213.918655395508,1.0,8,1,5,17535,1,0,1,1,0,1,0.0,1
17535-98-11-1,1,1,44.0,1,1.0,1,1,0,213.918655395508,3.0,8,1,5,17535,0,0,1,1,0,0,1.0,0
17535-99-11-1,1,1,30.0,1,1.0,1,0,0,213.918655395508,4.0,8,1,5,17535,0,0,1,1,0,0,1.0,0
17535-100-11-1,1,2,50.0,1,1.0,1,1,0,213.918655395508,5.0,8,1,4,17535,0,0,1,1,0,0,1.0,0
17535-102-11-1,1,1,55.0,1,1.0,0,0,0,213.918655395508,4.0,8,1,3,17535,0,0,1,1,0,0,1.0,0
17561-21-11-1,1,2,79.0,1,1.0,0,0,0,330.644195556641,1.0,6,4,1,17561,0,0,1,1,0,0,1.0,0
17561-61-11-1,1,2,47.0,1,1.0,0,0,0,330.644195556641,5.0,6,4,3,17561,0,0,1,1,0,0,1.0,0
17561-73-11-1,1,1,76.0,1,1.0,0,0,0,330.644195556641,4.0,6,4,2,17561,0,0,1,1,0,0,1.0,0
17561-98-11-1,1,1,63.0,1,1.0,0,0,0,330.644195556641,3.0,6,4,2,17561,0,0,1,1,0,0,1.0,0
17562-18-11-1,1,1,44.0,1,1.0,0,0,0,329.517913818359,4.0,7,4,5,17562,0,0,1,1,0,0,1.0,0
17562-19-11-1,1,1,70.0,1,1.0,0,0,0,329.517913818359,4.0,7,4,3,17562,0,0,1,1,0,0,1.0,0
17562-163-11-1,1,1,49.0,1,1.0,0,0,0,329.517913818359,4.0,7,4,3,17562,0,0,1,1,0,0,1.0,0
17562-164-11-1,1,2,43.0,1,1.0,0,0,0,329.517913818359,4.0,7,4,2,17562,0,0,1,1,0,0,1.0,0
17562-166-11-1,1,1,73.0,1,1.0,0,0,0,329.517913818359,4.0,7,4,2,17562,0,0,1,1,0,0,1.0,0
17563-24-11-1,1,1,86.0,1,1.0,0,0,0,298.335754394531,3.0,7,4,2,17563,0,0,1,1,0,0,1.0,0
17563-294-11-1,1,1,61.0,1,1.0,0,0,0,298.335754394531,5.0,7,4,2,17563,0,0,1,1,0,0,1.0,0
17563-295-11-1,1,1,42.0,1,1.0,0,0,0,298.335754394531,4.0,7,4,4,17563,0,0,1,1,0,0,1.0,0
17563-296-11-1,1,1,69.0,1,1.0,0,0,0,298.335754394531,4.0,7,4,2,17563,0,0,1,1,0,0,1.0,0
17563-297-11-1,1,2,62.0,1,1.0,0,0,0,298.335754394531,1.0,7,4,1,17563,0,0,1,1,0,0,1.0,0
17564-18-11-1,1,1,65.0,1,1.0,0,0,0,330.644195556641,4.0,8,4,2,17564,0,0,1,1,0,0,1.0,0
17564-19-11-1,1,2,84.0,1,1.0,0,0,0,330.644195556641,1.0,8,4,1,17564,0,0,1,1,0,0,1.0,0
17564-21-11-1,1,1,73.0,1,1.0,0,0,0,330.644195556641,4.0,8,4,1,17564,0,0,1,1,0,0,1.0,0
17564-56-11-1,1,1,57.0,1,1.0,0,0,0,330.644195556641,4.0,8,4,6,17564,0,0,1,1,0,0,1.0,0
17564-57-11-1,1,1,65.0,1,1.0,0,0,0,330.644195556641,4.0,8,4,2,17564,0,0,1,1,0,0,1.0,0
17565-13-11-1,1,1,71.0,1,1.0,0,0,0,329.517913818359,3.0,6,4,2,17565,0,0,1,1,0,0,1.0,0
17565-21-11-1,1,2,68.0,1,1.0,0,0,0,329.517913818359,3.0,6,4,2,17565,0,0,1,1,0,0,1.0,0
17565-29-11-1,1,1,78.0,1,1.0,0,0,0,329.517913818359,3.0,6,4,1,17565,0,0,1,1,0,0,1.0,0
17565-47-11-1,1,1,40.0,1,1.0,0,0,0,329.517913818359,6.0,6,4,4,17565,0,0,1,1,0,0,1.0,0
17565-63-11-1,1,1,46.0,1,1.0,0,0,0,329.517913818359,4.0,6,4,4,17565,0,0,1,1,0,0,1.0,0
17565-89-11-1,1,1,48.0,1,1.0,0,0,0,329.517913818359,4.0,6,4,3,17565,0,0,1,1,0,0,1.0,0
17566-159-11-1,1,1,58.0,1,1.0,0,0,0,329.517913818359,3.0,7,4,4,17566,0,0,1,1,0,0,1.0,0
17566-328-11-1,1,2,29.0,1,1.0,1,0,0,329.517913818359,4.0,7,4,4,17566,0,0,1,1,0,0,1.0,0
17566-330-11-1,1,1,41.0,1,1.0,0,0,0,329.517913818359,3.0,7,4,5,17566,0,0,1,1,0,0,1.0,0
17566-331-11-1,1,1,29.0,1,1.0,0,0,0,329.517913818359,4.0,7,4,6,17566,0,0,1,1,0,0,1.0,0
17567-141-11-1,1,1,32.0,1,1.0,0,0,0,298.653198242188,5.0,7,4,5,17567,0,0,1,1,0,0,1.0,0
17567-142-11-1,1,1,59.0,1,1.0,0,0,0,298.653198242188,3.0,7,4,3,17567,0,0,1,1,0,0,1.0,0
17567-293-11-1,1,2,71.0,1,1.0,0,0,0,298.653198242188,1.0,7,4,1,17567,0,0,1,1,0,0,1.0,0
17567-296-11-1,1,1,46.0,1,1.0,0,0,0,298.653198242188,3.0,7,4,7,17567,0,0,1,1,0,0,1.0,0
17567-298-11-1,1,1,46.0,1,1.0,0,0,0,298.653198242188,4.0,7,4,4,17567,0,0,1,1,0,0,1.0,0
17567-299-11-1,1,1,48.0,1,1.0,0,0,0,298.653198242188,3.0,7,4,10,17567,1,0,1,1,0,1,1.0,1
17567-300-11-1,1,1,61.0,1,1.0,0,0,0,298.653198242188,4.0,7,4,3,17567,0,0,1,1,0,0,1.0,0
17568-2-11-1,1,1,28.0,1,1.0,0,0,0,298.653198242188,6.0,7,4,2,17568,0,0,1,1,0,0,1.0,0
17568-3-11-1,1,1,65.0,1,0.0,0,0,0,298.653198242188,4.0,7,4,5,17568,0,0,1,1,0,0,0.0,0
17568-4-11-1,1,1,71.0,1,1.0,0,0,0,298.653198242188,3.0,7,4,2,17568,0,0,1,1,0,0,1.0,0
17568-80-11-1,1,1,45.0,1,1.0,0,0,0,298.653198242188,4.0,7,4,4,17568,0,0,1,1,0,0,1.0,0
17568-81-11-1,1,1,41.0,1,1.0,0,0,0,298.653198242188,6.0,7,4,4,17568,0,0,1,1,0,0,1.0,0
17568-82-11-1,1,1,46.0,1,1.0,0,0,0,298.653198242188,3.0,7,4,5,17568,0,0,1,1,0,0,1.0,0
17568-83-11-1,1,2,67.0,1,1.0,0,0,0,298.653198242188,3.0,7,4,1,17568,0,0,1,1,0,0,1.0,0
17569-17-11-1,1,1,73.0,1,1.0,0,0,0,330.644195556641,3.0,7,4,2,17569,0,0,1,1,0,0,1.0,0
17569-18-11-1,1,1,47.0,1,1.0,0,0,0,330.644195556641,5.0,7,4,2,17569,0,0,1,1,0,0,1.0,0
17569-19-11-1,1,1,29.0,1,1.0,0,0,0,330.644195556641,6.0,7,4,4,17569,0,0,1,1,0,0,1.0,0
17569-20-11-1,1,1,39.0,1,1.0,0,0,0,330.644195556641,4.0,7,4,5,17569,0,0,1,1,0,0,1.0,0
17569-67-11-1,1,1,75.0,1,1.0,0,0,0,330.644195556641,3.0,7,4,2,17569,0,0,1,1,0,0,1.0,0
17569-69-11-1,1,1,43.0,1,1.0,0,0,0,330.644195556641,6.0,7,4,4,17569,0,1,1,1,0,0,1.0,0
17569-71-11-1,1,1,34.0,1,1.0,0,0,0,330.644195556641,6.0,7,4,6,17569,0,0,1,1,0,0,1.0,0
17569-72-11-1,1,1,40.0,1,1.0,0,0,0,330.644195556641,4.0,7,4,4,17569,0,0,1,1,0,0,1.0,0
17571-70-11-1,1,1,45.0,1,1.0,0,0,0,330.644195556641,3.0,7,4,5,17571,0,0,1,1,0,0,1.0,0
17571-71-11-1,1,1,78.0,1,0.0,0,0,0,330.644195556641,3.0,7,4,1,17571,0,0,1,1,0,0,0.0,0
17571-173-11-1,1,1,58.0,1,1.0,0,0,0,330.644195556641,4.0,7,4,6,17571,0,0,1,1,0,0,1.0,0
17571-174-11-1,1,1,48.0,1,1.0,0,0,0,330.644195556641,3.0,7,4,4,17571,0,0,1,1,0,0,1.0,0
17571-176-11-1,1,1,73.0,1,1.0,0,0,0,330.644195556641,3.0,7,4,3,17571,0,0,1,1,0,0,1.0,0
17571-183-11-1,1,1,49.0,1,1.0,0,0,0,330.644195556641,3.0,7,4,8,17571,0,0,1,1,0,0,1.0,0
17634-74-11-1,1,1,62.0,1,1.0,0,0,0,69.7747650146484,8.0,1,1,1,17634,1,0,1,1,0,1,1.0,1
17635-5-11-1,1,1,52.0,1,1.0,0,0,0,153.709045410156,8.0,1,1,4,17635,0,0,1,1,0,0,1.0,0
17635-47-11-1,1,1,40.0,1,1.0,1,1,0,153.709045410156,8.0,1,1,5,17635,0,0,1,1,0,0,1.0,0
17635-87-11-1,1,1,80.0,1,1.0,0,0,0,153.709045410156,4.0,1,1,2,17635,0,0,1,1,0,0,1.0,0
17636-66-11-1,1,1,53.0,1,0.0,1,1,0,349.930969238281,4.0,1,1,3,17636,1,0,1,1,0,1,0.0,1
17638-25-11-1,1,1,53.0,1,1.0,0,0,0,352.401519775391,5.0,1,1,8,17638,0,0,1,1,0,0,1.0,0
17638-62-11-1,1,2,41.0,1,1.0,1,0,0,352.401519775391,5.0,1,1,5,17638,0,0,1,1,0,0,1.0,0
17638-73-11-1,1,1,67.0,1,1.0,0,0,0,352.401519775391,4.0,1,1,3,17638,0,0,1,1,0,0,1.0,0
17639-4-11-1,1,2,71.0,1,1.0,0,0,0,353.312377929688,1.0,1,1,3,17639,0,0,1,1,0,0,1.0,0
17639-12-11-1,1,1,38.0,1,0.0,0,0,0,353.312377929688,6.0,1,1,3,17639,1,0,1,1,0,1,0.0,1
17639-50-11-1,1,1,41.0,1,0.0,1,0,0,353.312377929688,4.0,1,1,4,17639,1,0,1,1,0,1,0.0,1
17640-121-11-1,1,1,68.0,1,0.0,0,0,0,175.202041625977,9.0,1,1,1,17640,0,0,1,1,0,0,0.0,0
17641-3-11-1,1,2,58.0,1,0.0,0,0,0,380.980499267578,11.0,1,1,1,17641,0,0,1,1,0,0,0.0,0
17641-41-11-1,1,1,48.0,1,1.0,0,0,0,380.980499267578,6.0,1,1,3,17641,1,0,1,1,0,1,1.0,1
17641-67-11-1,1,1,80.0,1,0.0,0,0,0,380.980499267578,6.0,1,1,3,17641,0,0,1,1,0,0,0.0,0
17641-118-11-1,1,2,56.0,1,1.0,1,0,0,380.980499267578,6.0,1,1,3,17641,0,0,1,1,0,0,1.0,0
17642-8-11-1,1,1,68.0,1,1.0,0,0,0,171.774810791016,6.0,1,1,4,17642,0,0,1,1,0,0,1.0,0
17642-40-11-1,1,1,44.0,1,1.0,1,0,0,171.774810791016,7.0,1,1,2,17642,0,0,1,1,0,0,1.0,0
17642-106-11-1,1,2,59.0,1,1.0,1,0,0,171.774810791016,5.0,1,1,2,17642,0,0,1,1,0,0,1.0,0
17643-35-12-1,1,1,74.0,1,1.0,0,0,0,411.436889648438,4.0,1,1,3,17643,0,0,1,1,0,0,1.0,0
17643-35-22-1,1,1,32.0,1,1.0,1,1,0,411.436889648438,6.0,1,1,4,17643,0,0,1,1,0,0,1.0,0
17644-22-11-1,1,2,43.0,1,1.0,0,0,0,398.294189453125,5.0,1,1,3,17644,1,0,1,1,0,1,1.0,1
17644-62-11-1,1,1,71.0,1,1.0,0,0,0,398.294189453125,4.0,1,1,2,17644,0,0,1,1,0,0,1.0,0
17644-82-11-1,1,1,39.0,1,1.0,1,1,0,398.294189453125,4.0,1,1,3,17644,0,0,1,1,0,0,1.0,0
17644-121-11-1,1,1,61.0,1,0.0,0,0,0,398.294189453125,6.0,1,1,5,17644,0,0,1,1,0,0,0.0,0
17645-30-11-1,1,2,56.0,1,1.0,0,0,0,535.580261230469,4.0,1,1,3,17645,0,0,1,1,0,0,1.0,0
17645-85-11-1,1,1,47.0,1,1.0,0,0,0,535.580261230469,6.0,1,1,6,17645,0,0,1,1,0,0,1.0,0
17645-122-11-1,1,1,68.0,1,1.0,0,0,0,535.580261230469,5.0,1,1,3,17645,0,0,1,1,0,0,1.0,0
17646-3-11-1,1,1,40.0,1,1.0,1,1,0,398.294189453125,6.0,1,1,3,17646,0,0,1,1,0,0,1.0,0
17646-34-11-1,1,1,63.0,1,1.0,0,0,0,398.294189453125,3.0,1,1,3,17646,0,0,1,1,0,0,1.0,0
17646-45-11-1,1,2,41.0,1,1.0,1,1,0,398.294189453125,5.0,1,1,4,17646,1,0,1,1,0,1,1.0,1
17647-12-11-1,1,1,53.0,1,0.0,0,0,0,84.9340209960938,10.0,1,1,3,17647,1,0,1,1,0,1,0.0,1
17649-59-11-1,1,1,56.0,1,1.0,0,0,0,419.058166503906,6.0,1,1,1,17649,0,0,1,1,0,0,1.0,0
17649-74-11-1,1,1,57.0,1,0.0,1,1,0,419.058166503906,10.0,1,1,6,17649,0,0,1,1,0,0,0.0,0
17649-89-12-1,1,1,73.0,1,0.0,0,0,0,419.058166503906,6.0,1,1,4,17649,0,0,1,1,0,0,0.0,0
17649-89-22-1,1,1,64.0,1,0.0,0,0,0,419.058166503906,6.0,1,1,2,17649,0,0,1,1,0,0,0.0,0
17650-27-11-1,1,2,62.0,1,1.0,0,0,0,175.202041625977,4.0,1,1,2,17650,0,0,1,1,0,0,1.0,0
17650-55-11-1,1,2,29.0,1,0.0,1,1,0,175.202041625977,6.0,1,1,5,17650,1,0,1,1,0,1,0.0,1
17650-85-11-1,1,1,23.0,1,1.0,1,1,0,175.202041625977,6.0,1,1,2,17650,0,0,1,1,0,0,1.0,0
17651-2-11-1,1,1,60.0,1,0.0,1,0,0,352.401550292969,8.0,1,1,2,17651,1,0,1,1,0,1,0.0,1
17651-49-11-1,1,1,58.0,1,1.0,0,0,0,352.401550292969,3.0,1,1,3,17651,0,0,1,1,0,0,1.0,0
17653-9-11-1,1,1,35.0,1,1.0,1,1,0,349.930969238281,10.0,1,1,4,17653,0,0,1,1,0,0,1.0,0
17653-97-11-1,1,1,49.0,1,1.0,1,1,0,349.930969238281,6.0,1,1,4,17653,0,0,1,1,0,0,1.0,0
17695-4-11-1,1,2,67.0,1,1.0,0,0,0,558.744262695313,4.0,4,1,2,17695,0,0,1,1,0,0,1.0,0
17695-24-11-1,1,1,74.0,1,1.0,0,0,0,558.744262695313,4.0,4,1,3,17695,0,0,1,1,0,0,1.0,0
17695-106-11-1,1,2,54.0,1,1.0,0,0,0,558.744262695313,4.0,4,1,2,17695,0,0,1,1,0,0,1.0,0
17695-127-11-1,1,1,53.0,1,0.0,1,0,0,558.744262695313,6.0,4,1,2,17695,1,0,1,1,0,1,0.0,1
17723-69-11-1,1,1,41.0,1,0.0,1,0,0,249.894134521484,8.0,4,1,6,17723,0,0,1,1,0,0,0.0,0
17723-86-11-1,1,1,45.0,1,1.0,1,1,0,249.894134521484,6.0,4,1,6,17723,0,0,1,1,0,0,1.0,0
17723-104-11-1,1,1,36.0,1,0.0,1,0,0,249.894134521484,10.0,4,1,4,17723,0,0,1,1,0,0,0.0,0
17724-30-11-1,1,2,51.0,1,1.0,1,0,0,507.973999023438,8.0,5,1,5,17724,0,0,1,1,0,0,1.0,0
17724-126-11-1,1,1,66.0,1,0.0,0,0,0,507.973999023438,4.0,5,1,2,17724,0,0,1,1,0,0,0.0,0
17724-165-11-1,1,1,52.0,1,1.0,1,1,0,507.973999023438,6.0,5,1,5,17724,0,0,1,1,0,0,1.0,0
17726-11-11-1,1,2,54.0,1,1.0,0,0,0,535.580261230469,3.0,5,1,1,17726,0,0,1,1,0,0,1.0,0
17726-71-11-1,1,1,59.0,1,0.0,0,0,0,535.580261230469,4.0,5,1,1,17726,0,0,1,1,0,0,0.0,0
17727-114-11-1,1,1,49.0,1,0.0,1,0,0,353.312377929688,3.0,5,1,14,17727,0,0,1,1,0,0,0.0,0
17728-64-11-1,1,1,29.0,1,1.0,1,0,0,548.58251953125,6.0,5,1,4,17728,0,0,1,1,0,0,1.0,0
17728-118-11-1,1,1,47.0,1,1.0,0,0,0,548.58251953125,4.0,5,1,5,17728,0,0,1,1,0,0,1.0,0
17729-48-11-1,1,2,60.0,1,1.0,1,0,0,352.401550292969,6.0,5,1,2,17729,0,0,1,1,0,0,1.0,0
17729-64-11-1,1,2,62.0,1,1.0,0,0,0,352.401550292969,5.0,5,1,1,17729,0,0,1,1,0,0,1.0,0
17730-93-11-1,1,2,34.0,1,1.0,1,1,0,548.58251953125,7.0,4,1,3,17730,0,0,1,1,0,0,1.0,0
17732-11-11-1,1,1,54.0,1,1.0,0,0,0,535.580261230469,5.0,5,1,2,17732,1,0,1,1,0,1,1.0,1
17732-23-11-1,1,1,52.0,1,0.0,1,1,0,535.580261230469,10.0,5,1,5,17732,0,0,1,1,0,0,0.0,0
17732-47-11-1,1,1,58.0,1,1.0,1,0,0,535.580261230469,6.0,5,1,4,17732,0,0,1,1,0,0,1.0,0
17733-56-13-1,1,1,41.0,1,1.0,0,0,0,398.294189453125,4.0,5,1,4,17733,0,0,1,1,0,0,1.0,0
17733-56-23-1,1,1,56.0,1,1.0,0,0,0,398.294189453125,6.0,5,1,4,17733,0,0,1,1,0,0,1.0,0
17733-56-33-1,1,1,48.0,1,0.0,0,0,0,398.294189453125,6.0,5,1,3,17733,0,0,1,1,0,0,0.0,0
17733-73-11-1,1,2,49.0,1,0.0,1,0,0,398.294189453125,6.0,5,1,6,17733,0,1,1,1,0,0,0.0,0
17733-108-11-1,1,1,36.0,1,1.0,0,0,0,398.294189453125,8.0,5,1,6,17733,0,1,1,1,0,0,1.0,0
17734-24-11-1,1,1,48.0,1,1.0,0,0,0,558.744262695313,6.0,4,1,4,17734,0,0,1,1,0,0,1.0,0
